Longitude,Latitude,Name,Location
-87.867,32.515,Foscue,Demopolis
-86.281,31.346,Frank Jackson State Park,Opp
-86.083,34.586,Goose Pond Colony,Scottsboro
-87.65,30.268,Gulf State Park,Gulf Shores
-86.482,32.36,Gunter Hill,Montgomery
-87.469,31.725,Haines Island,Camden
-85.113,31.644,Hardridge Creek,Ft Gaines GA
-87.43,33.254,Holt Lake,Cottondale
-86.853,33.338,Hoover RV Park,Hoover
-87.966,34.382,Horseshoe Bend - Bear Creek Lakes,Hodges
-87.297,34.119,Houston,Houston
-85.373,31.192,Houston County Center,Dothan
-87.55,31.622,Isaac Creek,Camden
-86.017,34.639,Jackson County Park,Scottsboro
-87.807,32.81,Jennings Ferry,Akron
-87.38,34.793,Joe Wheeler State Park,Rogersville
-86.785,32.399,Jones Bluff,
-85.874,33.461,Lake Chinnabee,Oxford
-86.203,34.401,Lake Guntersville State Park,Guntersville
-87.677,33.296,Lake Lurleen State Park,Coker
-85.824,32.778,Lake Martin Military,Dadeville
-85.114,31.988,LakePoint State Park,Eufaula
-88.317,31.07,Lakeview RV City Park,Citronelle; Fr
-88.16,31.856,Lenoir Landing - Coffeeville Lake,Toxey
-87.744,32.587,Lock 5,Cedarville
-87.837,32.785,Lock 7,Eutaw
-87.783,32.893,Lock 8,Akron
-87.158,34.7,Mallard Creek,Decatur
-86.284,34.382,Marshall County Park,Guntersville
-86.37,32.371,Maxwell/Gunter AFB Military,
-87.346,34.338,Mcdougle Hunter Camp,Russellville
-87.681,34.784,McFarland Park,Florence
-87.931,30.67,Meaher State Park,Spanish Fort
-87.978,30.907,Mobile County Marina,Creola
-86.512,34.744,Monte Sano State Park,Huntsville
-86.022,34.042,Noccalula Falls Campground,Gadsden
-86.718,33.353,Oak Mountain State Park,Pelham
-88.032,31.574,Old Lock 1 - Coffeeville Lake,Coffeeville
-85.117,31.276,Omussee Creek County Rec Area,
-86.55,31.09,Open Pond Recreation Area,Lockhart
-86.991,32.598,Paul M Grist State Park,Selma
-87.44,32.884,Payne Lake East Side,Duncanville
-87.446,32.881,Payne Lake Spillway,Duncanville
-87.444,32.889,Payne Lake West Side,Duncanville
-88.304,33.235,Pickensville,Carrollton
-85.604,33.725,Pine Glen,Heflin
-87.987,34.392,Piney Point,Hodges
-86.938,34.574,Point Mallard City Campground,Decatur
-86.77,32.338,Prairie Creek,Lowndesboro
-86.64,34.693,Redstone Arsenal RV Military,Huntsville
-86.865,33.876,Rickwood Caverns State Park,Warrior
-87.249,32.057,Roland Cooper State Park,Camden
-87.844,32.555,Runaway Branch,Demopolis
-88.144,31.746,Service,
-86.442,34.895,Sharon Johnston Park,New Market
-86.678,31.903,Sherling Lake City Park,Greenville.
-87.573,31.665,Silver Creek,Gosport
-87.01,32.327,Six Mile Creek,Selma
-87.918,34.519,Slick Rock - Bear Creek Auth,Russellville
-87.797,34.622,Small Point - Cane Creek Canyon,Tuscumbia
-86.948,34.081,Smith Lake County Park,Cullman
-85.302,32.592,Spring Villa Campground,Opelika
-88.04,31.561,St. Stephens Historical Park,St. Stephens
-85.832,34.853,Stevenson Municipal Park - Guntersville Reservoir,Stevenson
-88.185,32.872,Sumter Rec Area,Livingston
-87.068,33.251,Tannehill Ironworks Historical State Park,McCalla
-85.842,33.444,Turnipseed Hunter Camp,Oxford
-87.629,34.809,Veterans Memorial Park,Florence
-85.147,31.777,White Oak Creek,Eufaula
-87.907,34.417,Williams Hollow,Spruce Pine
-87.63,34.788,Wilson Dam - Lower Rockpile,Muscle Shoals-
-85.925,32.854,Wind Creek State Park,Alexander City
-93.879,34.373,Albert Pike,Langley
-93.861,33.62,Allens Ferry at Little River,Fulton
-93.245,34.259,Alpine Ridge - De Gray Lake,Arkadelphia
-93.192,34.274,Arlie Moore - De Gray Lake,Arkadelphia
-93.801,34.245,Arrowhead Point,Kirby
-93.822,35.468,Aux Arc,Ozark
-93.383,34.637,Avant - Lake Ouachita,Jessieville
-94.013,34.391,Bard Springs,Athens
-92.249,36.019,Barkshed,Mountain View
-92.944,35.524,Bayou Bluff,Jerusalem
-93.668,34.237,Bear Creek,Kirby
-93.936,33.706,Beards Bluff - Millwood Lake,Ashdown
-93.944,33.698,Beards Lake - Millwood Lake,Ashdown
-93.767,36.474,Beaver Town Park,Beaver
-90.697,34.711,Beech Point,Marianna
-93.564,36.36,Berryville RV Park,Berryville
-92.237,36.386,Bidwell Point - Norfolk Lake,Mountain Home
-93.812,34.685,Big Brushy,Pencil Bluff
-94.243,34.222,Big Coon Creek - Gillham Lake,Wickes
-93.414,34.606,Big Fir,Mount Ida
-92.177,35.974,Blanchard Springs,Fifty Six
-94.093,34.196,Blue Ridge - Dierks Lake,Dierks
-93.916,35.14,Booneville Municipal Park,Booneville
-93.263,34.58,Brady Mountain - Lake Ouachita,Hot Springs
-92.808,35.49,Brock Creek,Jerusalem
-92.794,36.488,Buck Creek - Bull Shoals Lake,Protem
-93.731,34.179,Buckhorn - Lake Greeson,Murfreesboro
-93.342,34.613,Buckville - Lake Ouachita,Avant
-92.557,36.073,Buffalo Point - Buffalo National River,Yellville
-92.591,36.356,Bull Shoals State Park,Bull Shoals
-92.314,34.797,Burns Park,
-93.181,34.27,Caddo Drive - De Gray Lake,Arkadelphia
-93.646,35.176,Cameron Bluff,Paris
-92.285,34.831,Camp Robinson RV Military,
-93.503,35.388,Cane Creek - Lake Dardanelle,Scranton
-91.833,33.933,Cane Creek State park,Star City
-93.239,34.962,Carter Cove,Plainview
-93.042,35.984,Carver - Buffalo National River,Hasty
-93.286,34.663,Cedar Fourche - Lake Ouachita,
-93.08,34.535,Cedar Glades Park,Hot Springs
-94.049,35.286,Charleston Lake,Charleston
-93.383,34.517,Charlton,Crystal Springs
-92.787,35.128,Cherokee,Morrilton
-92.076,35.555,Cherokee - Greers Ferry Lake,Greers Ferry
-91.225,33.281,Chicot County RV Park,Lake Village
-92.382,35.536,Choctaw - Greers Ferry Lake,Heber Springs
-93.946,35.463,Citadel Bluff,Cecil
-94.167,35.437,Clear Creek,Alma
-94.223,34.318,Cossatot Falls - Cossatot River State Park,Wickes
-94.235,34.215,Cossatot Reefs - Gillham Lake,Gillham
-93.966,33.791,Cottonshed Landing - Millwood Lake,Mineral Springs
-93.185,34.963,County Line,Plainview
-92.156,35.477,Cove Creek - Greers Ferry Lake,Heber Springs
-93.622,35.223,Cove Lake  Complex,Paris
-93.669,34.175,Cowhide Cove - Lake Greeson,Kirby
-90.7,35.777,Craighead Forest Park,Jonesboro
-92.32,36.406,Cranfield - Norfolk Lake,Mountain Home
-93.676,34.041,Crater of Diamonds State Park,Murfreesboro
-93.287,36.484,Cricket Creek,Omaha
-92.095,33.144,Crossett RV Park,Crossett
-90.664,36.044,Crowleys Ridge State Park,Paragould
-93.639,34.479,Crystal,Norman
-93.357,34.542,Crystal Springs - Lake Ouachita,Hot Springs
-93.74,34.233,Daisy State Park,Kirby
-93.712,34.145,Dam Area - Lake Greeson,Murfreesboro
-92.596,36.382,Dam Site - Bull Shoals Lake,Bull Shoals
-92.009,35.527,Dam Site - Greers Ferry Lake,Heber Springs
-93.848,36.433,Dam Site Lake  - Beaver Lake,Eureka
-93.848,36.419,Dam Site River - Beaver Lake,Eureka
-93.146,34.247,DeGray Lake State Park,Bismarck
-93.275,35.297,Delaware Park,Dardanelle
-93.489,34.547,Denby Point - Lake Ouachita,Mount Ida
-94.25,35.782,Devils Den State Park,West Fork
-92.177,35.584,Devils Fork - Greers Ferry Lake,Greers Ferry
-92.262,34.752,Downtown Riverside RV Park,
-93.633,34.644,Dragover,Pencil Bluff
-93.435,35.341,Dublin Park,Scranton
-93.185,34.256,Edgewood - De Gray Lake,Arkadelphia
-93.189,36.054,Erbie - Buffalo National River,Jasper
-93.609,33.66,Fair City RV Park,Hope
-92.295,35.571,Fairfield Bay RV Campground,Fairfield Bay
-93.094,35.738,Fairview,Jasper
-94.306,35.312,Fort Chaffee RV Military,Fort Smith
-94.006,33.471,Four States Fairgrounds RV,Texarkana
-93.66,34.627,Fulton Branch,Mt. Ida
-92.221,36.421,Gamaliel - Norfolk Lake,Gamaliel
-92.267,36.288,Georges Cove,Mountain Home
-92.125,33.06,Grand Marais County Park,Felsenthal
-93.036,34.525,Gulpha Gorge - Hot Springs National Park,Hot Springs
-92.212,35.994,Gunner Pool,Fifty Six
-91.483,36.314,Hardy Camper Park,Hardy
-93.255,35.677,Haw Creek Falls,Pelsor
-92.076,35.501,Heber Springs - Greers Ferry Lake,Heber Springs
-92.233,36.372,Henderson - Norfolk Lake,Mountain Home
-93.77,33.498,Hervey Access Camping,Hervey
-94.031,36.241,Hickory Creek - Beaver Lake,Springdale
-92.774,36.491,Highway 125 - Bull Shoals Lake,Yellville
-93.541,34.626,Highway 27 - Lake Ouachita,Story
-92.15,35.61,Hill Creek - Greers Ferry Lake,Greers Ferry
-93.641,35.568,Horsehead Lake,Clarksville
-94.024,36.287,Horseshoe Bend - Beaver Lake,Rogers
-94.094,34.14,Horseshoe Bend - Dierks Lake,Lockesburg
-93.891,36.422,Indian Creek - Beaver Lake,Gateway
-93.126,34.227,Iron Mountain - De Gray Lake,Arkadelphia
-93.073,34.761,Iron Springs,Jessieville
-93.373,34.686,Irons Fork - Lake Ouachita,Story
-93.845,35.035,Jack Creek,Booneville
-91.316,35.637,Jacksonport State Park,Newport
-94.102,34.155,Jefferson Ridge - Dierks Lake,Dierks
-91.994,35.511,John F Kennedy - Greers Ferry Lake,Heber Springs
-93.443,34.582,Joplin - Lake Ouachita,Mount Ida
-92.194,36.269,Jordan - Norfolk Lake,Salesville
-93.696,34.233,Kirby Landing - Lake Greeson,Kirby
-93.863,35.016,Knoppers Ford,Booneville
-92.919,34.437,Lake Catherine State Park,Hot Springs
-91.153,36.068,Lake Charles State Park,Powhatan
-91.197,33.37,Lake Chicot State Park,Lake Village
-93.213,35.249,Lake Dardanelle State Park,Russellville
-90.716,35.972,Lake Frierson State Park,Jonesboro
-94.159,35.649,Lake Ft. Smith State Park,Mountainburg
-93.76,36.435,Lake Leatherwood City Park,Eureka Springs
-93.168,34.61,Lake Ouachita State Park,Mountain Pine
-90.688,35.534,Lake Poinsett State Park,Harrisburg
-92.82,34.868,Lake Sylvia,Perryville
-94.37,36.092,Lake Wedington Rec. Area,Fayettville
-92.549,36.373,Lakeview - Bull Shoals Lake,Mountain Home
-93.707,34.187,Laurel Creek - Lake Greeson,Kirby
-92.922,36.473,Lead Hill - Bull Shoals Lake,Lead Hill
-94.379,35.447,Lee Creek Public Use Area,Van Buren
-93.229,34.667,Lena Landing - Lake Ouachita,Hot Springs
-94.248,34.232,Little Coon Creek - Gillham Lake,Wickes
-93.473,34.63,Little Fir - Lake Ouachita,Mount Ida
-94.269,34.87,Little Pines,Waldron
-92.163,34.899,Little Rock AFB Military,
-93.182,33.349,Logoly State Park,McNeil
-90.696,34.715,Lone Pine,Marianna
-93.159,35.549,Long Pool,Dover
-93.896,36.41,Lost Bridge North - Beaver Lake,Rogers
-93.903,36.397,Lost Bridge South - Beaver Lake,Rogers
-93.388,36.002,Lost Valley - Buffalo National River,Ponca
-93.807,35.155,Magazine Municipal RV Park,Magazine
-90.688,34.705,Maple Flat,Jeffersonville
-92.438,34.831,Maumelle,Little Rock
-91.266,34.032,Merrisach Lake Park - Merrisach Lake,Dumas
-92.218,35.582,Mill Creek - Greers Ferry Lake,Bee Branch
-93.996,34.731,Mill Creek Family Camp,Y City
-94,33.681,Millwood State Park,Ashdown
-92.347,33.301,Moro Bay State Park,Jersey
-93.619,35.174,Mount Magazine State Park,Havana
-93.247,35.219,Mount Nebo State Park,Dardanelle
-92.198,35.563,Narrows - Greers Ferry Lake,Greers Ferry
-93.863,33.949,Nashville City Park,Nashville
-91.31,33.988,Notrebes Bend,Gillett
-94.388,34.1,Oak Grove,DeQueen
-92.628,36.444,Oakland - Bull Shoals Lake,Mountain Home
-91.057,36.156,Old Davidsonville State Park,Pocahontas
-92.018,35.538,Old Highway 25 - Greers Ferry Lake,Heber Springs
-92.462,33.3,Old Lock and Dam 8,El Dorado
-93.157,35.247,Old Post Road - Lake Dardanelle,Dardanelle
-93.653,35.101,Outlet Area - Blue Mountain Lake,Waveland
-93.205,34.239,Ozan Point - De Gray Lake,Bismarck
-93.16,36.063,Ozark - Buffalo National River,Jasper
-92.647,36.438,Ozark Isle - Bull Shoals Lake,Oakland
-93.448,35.671,Ozone,Clarksville
-92.259,36.377,Panther Bay - Norfolk Lake,Mountain Home
-94.006,33.783,Paraloma Landing - Millwood Lake,Mineral Springs
-93.735,34.157,Parker Creek - Lake Greeson,Murfreesboro
-91.359,33.99,Pendleton Bend,Dumas
-92.951,35.115,Petit Jean State Park,Morrilton
-93.729,34.169,Pikeville - Lake Greeson,Murfreesboro
-92.099,34.295,Pine Bluff Aresenal Military,White Hall
-94.4,34.103,Pine Ridge,DeQueen
-93.317,35.398,Piney Bay - Lake Dardanelle,Russelville
-90.971,36.254,Pocahontas City Park,Pocahontas
-93.29,34.282,Point Cedar - De Gray Lake,Bismarck
-92.772,35.145,Point Remove Park,Morrilton
-92.565,36.39,Point Return City Park,Bull Shoals
-94.053,36.355,Prairie Creek - Beaver Lake,Rogers
-93.165,34.957,Quarry Cove,Plainview
-92.242,36.255,Quarry Cove - Norfolk Lake,
-94.372,34.686,Queen Wilhelmina State Park,Mena
-93.338,34.617,Rabbit Tail - Lake Ouachita,Avant
-90.285,36.257,Rector City Park,Rector
-93.786,35.682,Redding,Ozark
-92.934,35.797,Richland Creek,Pelsor
-91.737,34.165,Rising Star,Grady
-93.625,34.64,River Bluff,Mount Ida
-94.071,35.444,River Ridge - Ozark Lake,Cecil
-93.158,34.951,River Road,Ola
-93.963,33.692,River Run East - Millwood Lake,Ashdown
-93.967,33.691,River Run West - Millwood Lake,Ashdown
-91.314,34.693,Riverfront RV Park,Clarendon
-93.173,35.247,Riverview - Lake Dardanelle,Dardanelle
-92.241,36.354,Robinson Point - Norfolk Lake,Mountain Home
-93.759,34.209,Rock Creek - Lake Greeson,Kirby
-93.934,36.342,Rocky Branch - Beaver Lake,Rogers
-93.697,34.612,Rocky Shoals,Mount Ida
-92.548,36.125,Rush Landing - Buffalo National River,Yellville
-94.236,34.322,Sand Bar Bridge - Cossatot River State Park,Umpire
-91.985,34.256,Saracen Trace RV Park,Pine Bluff
-93.92,33.739,Saratoga Landing - Millwood Lake,Saratoga
-93.759,34.236,Self Creek - Lake Greeson,Daisy
-92.785,35.124,Sequoya Park,Morrilton
-94.024,34.37,Shady Lake,Athens
-92.151,35.54,Shiloh - Greers Ferry Lake,Greers Ferry
-93.831,34.608,Shirley Creek,Oden
-93.43,35.309,Shoal Bay - Lake Dardanelle,Dardanelle
-93.96,35.641,Shores Lake,Mulberry
-93.27,34.287,Shouse Ford - De Gray Lake,Bismarck
-93.687,34.874,South Fourche,Bluffton
-93.479,35.424,Spadra - Lake Dardanelle,Clarksville
-94.298,35.343,Spring Hill,Van Buren
-93.425,35.15,Spring Lake,Belleville
-93.825,34.239,Star of the West,Kirby
-93.878,36.392,Starkey - Beaver Lake,Eureka Springs
-93.336,36.039,Steel Creek - Buffalo National River,Ponca
-93.192,34.568,Stephens - Lake Ouachita,Hot Springs
-90.613,34.6,Storm Creek Lake,West Helena
-92.272,35.543,Sugar Loaf - Greers Ferry Lake,Choctaw
-93.012,35.169,Sweeden Island - Lake Dardanelle,Atkins
-92.114,34.462,Tar Camp,Redfield
-92.544,35.078,Toad Suck Ferry,Conway
-93.47,34.569,Tompkins Bend - Lake Ouachita,Mount Ida
-91.836,34.212,Trulock - Arkansas River,Pine Bluff
-93.008,36.475,Tucker Hollow - Bull Shoals Lake,Lead Hill
-93.511,34.55,Twin Creek - Lake Ouachita,Mount Ida
-92.761,35.987,Tyler Bend - Buffalo National River,St Joe
-90.727,35.171,Village Creek State Park,Wynne
-94.063,35.486,Vine Prairie,Mulberry
-94.016,36.219,War Eagle - Beaver Lake,Springdale
-93.531,34.65,Washita - Lake Ouachita,Story
-93.658,35.107,Waveland - Blue Mountain Lake,Waveland
-94.059,33.761,White Cliffs - Millwood Lake,Mineral Springs
-93.117,33.689,White Oak Lake State Park,Bluff City
-93.957,35.691,White Rock,Mulberry
-91.309,33.979,Wilbur D Mills,Dumas
-92.138,34.701,Willow Beach,Scott
-93.733,36.155,Withrow Springs State Park,Huntsville
-93.633,35.674,Wolf Pen,Oark
-92.175,36.295,Woods Pt,Mountain Home
-92.285,35.281,Woolly Hollow State Park,Greenbrier
-82.146,27.781,Alafia River State Park,Lithia
-81.578,29.079,Alexander Springs,Altoona
-81.286,29.881,Anastasia State Park,Saint Augustin
-81.447,27.705,Arbuckle - Lake Wales Ridge SF,Frostproof
-81.36,27.688,Avon Park AF Range  Military,Avon Park
-81.274,24.66,Bahia Honda State Park,Big Pine Key
-81.267,26.226,Bear Island - Big Cypress WMA,Immokalee
-80.708,26.7,Belle Glade Marina Campground,Belle Glade
-81.784,28.985,Big Bass,Umatilla
-87.404,30.322,Big Lagoon State Park,Pensacola
-81.756,29.051,Big Scrub,Umatilla
-86.883,30.708,Blackwater River State Park,Milton
-87.416,30.385,Blue Angel Naval Military - Pensacola NAS,Pensacola
-81.334,28.952,Blue Spring State Park,Orange City
-81.652,29.098,Buck Lake,Altoona
-81.434,29.423,Bull Creek County Campground,Bunnell
-81.23,25.891,Burns Lake - Big Cypress National Preserve,Ochopee
-84.988,30.277,Camel Lake,Bristol
-81.989,29.954,Camp Blanding RV Military,Starke
-80.321,26.004,CB Smith Park,Pembroke Pines
-82.576,28.715,Chassahowitzka,Homosassa
-84.853,30.701,Chattahoochee City Park,Chattahoochee
-81.505,28.625,Clarcona Horse Park,Apopka
-81.551,28.979,Clearwater Lake,Paisley
-84.482,30.454,Coe Landing,Tallahassee
-81.59,25.992,Collier - Seminole State Park,Naples
-82.487,27.827,Coons Creek Military - MacDill AFB,Tampa
-85.073,30.052,Cotton Landing,Sumatra
-82.206,28.565,Crooked River - Withlacoochee State Forest,Ridge Manor
-80.983,24.743,Curry Hammock State Park,Marathon
-82.211,28.571,Cypress Glen - Withlacoochee State Forest,Ridge Manor
-85.2,30.142,Dead Lakes State Rec Area,Wewahitchka
-86.499,30.411,Destin Army Infantry Center Military,Destin
-80.504,27.817,Donald MacDonald Campgrounds,Sebastian
-84.742,29.722,Dr. Julian G. Bruce State Park,Appalachicola
-82.466,27.739,E G Simmons County Park,Ruskin
-80.16,26.172,Easterlin Park,
-82.16,27.928,Edward Medard,Plant City
-86.53,30.46,Eglin AFB Military,
-85.528,30.73,Falling Waters State Park,Chipley
-81.673,29.103,Farles Prairie,Altoona
-81.267,29.67,Faver - Dykes State Park,St. Augustine
-81.319,26.938,Fisheating Creek Campground,Palmdale
-80.943,25.137,Flamingo - Everglades National Park,
-85.212,30.808,Florida Caverns State Park,Marianna
-81.918,29.269,Fore Lake,Silver Springs
-81.434,30.668,Fort Clinch State Park,Fernandina Bea
-82.733,27.614,Fort Desoto County Park,Tierra Verde
-87.274,30.323,Fort Pickens - Gulf Islands National Seashore,Pensacola Beach
-86.432,30.497,Fred Gannon Rocky Bayou State Park,Niceville
-81.109,29.438,Gamble Rogers State Park,Flagler Beach
-83.093,30.439,Gibson,Jasper
-81.961,29.847,Gold Head Branch State Park,Keystone Heights
-81.927,29.29,Gores Landing County Park,Silver Springs
-82.94,29.78,Gornto Springs County Park,Bell
-86.157,30.329,Grayton Beach State Park,Santa Rosa Beach
-84.572,30.42,Hall Landing,Tallahassee
-81.404,30.372,Hanna City Park,Jacksonville
-82.951,29.674,Hart Springs,Fanning Springs
-80.961,28.607,Hatbill County Park,Christmas
-86.447,30.385,Henderson Beach State Park,Destin
-85.014,29.989,Hickory  Landing,Sumatra
-84.497,30.462,High Bluff Landing - Lake Talquin State Forest,Tallahassee
-81.515,27.471,Highlands Hammock State Park,Sebring
-82.224,28.145,Hillsborough River State Park,Thonotosassa
-82.95,29.558,Hinton Landing County Park,Old Town
-84.654,30.082,Hitchcock Lake,Carrabelle
-82.239,28.619,Hog Island - Withlacoochee State Forest,Bushnell
-82.381,28.803,Holder Mine - Withlacoochee State Forest,Inverness
-81.361,28.973,Hontoon Island State Park,DeLand
-81.692,29.277,Hopkins Prairie,Ocala
-83.293,29.44,Horseshoe Beach County Park,Horseshoe Beach
-81.421,30.409,Huguenot City Park,Mayport
-86.697,30.409,Hurlburt Field Military,Hurlburt Field
-80.97,27.06,Indian Prairie Canal RA,Okeechobee
-81.682,30.22,Jacksonville NAS RV Military,Jacksonville
-80.595,28.406,Jetty Park,Cape Canaveral
-80.41,25.127,John Pennekamp - Coral Reef State Park,Key Largo
-80.101,27.003,Jonathan Dickinson State Park,Stuart
-81.71,29.182,Juniper Springs,
-86.645,30.894,Karick Lake Lower - Blackwater River State Forest,Milton
-86.641,30.896,Karick Lake Upper  - Blackwater River State Forest,Milton
-81.502,28.757,Kelly,Apopka
-81.869,29.519,Kenwood Rec Area,Interlachen
-81.023,27.539,Kissimmee Prairie State Park,Okeechobee
-81.815,26.431,Koreshan Historic State Park,Estero
-81.418,27.721,Lake Arbuckle Co Park,Frostproof
-81.786,29.431,Lake Delancy,Fort Gates
-81.637,29.012,Lake Dorr,Altoona
-81.866,29.252,Lake Eaton,Silver Springs
-81.903,28.858,Lake Griffin State Rec Area,Fruitland Park
-81.38,27.969,Lake Kissimmee State Park,Lake Wales
-81.721,28.456,Lake Louisa State Park,Clermont
-82.349,27.475,Lake Manatee State Park,Bradenton
-81.322,28.841,Lake Monroe,Debary
-87.294,30.97,Lake Stone,Century
-80.405,25.602,Larry and Penny Thompson Park,Miami
-82.228,27.865,Lithia Springs,
-82.381,27.658,Little Manatee River State Park,Wimauma
-81.416,30.46,Little Talbot Island State Park,
-80.824,24.817,Long Key State Park,Layton
-80.647,25.417,Long Pine Key - Everglades National Park,
-80.47,27.872,Long Point,Melbourne Beach
-84.644,30.096,Mack,Sopchoppy
-81.551,28.634,Magnolia County Park,Apopka
-80.615,28.238,Manatee Cove Military - Patrick AFB,
-80.783,28.504,Manatee Hammock Park,Titusville
-82.966,29.496,Manatee Springs State Park,Chiefland
-81.106,24.71,Marathon Military,Marathon
-80.36,26.127,Markham Park,Sunrise
-86.418,30.455,Mid Bay Shores Military,
-81.961,29.847,Mike Roess Gold Head State Park,Keystone Heights
-81.114,25.869,Monument Lake - Big Cypress National Preserve,Ochopee
-81.189,28.381,Moss/Split Oak,Orlando
-81.139,28.789,Mullet Lake County Park,Geneva
-82.355,28.756,Mutual Mine - Withlacoochee State Forest,Inverness
-82.315,27.24,Myakka River State Park,Sarasota
-84.499,30.051,Myron B. Hodge City Park,Sopchoppy
-85.008,30.975,Neals Landing Park,Sneads
-84.176,30.199,Newport County Park,
-87.314,30.343,Oak Grove Military - Pensacola NAS,Pensacola
-82.44,30.248,Ocean Pond,Olustee
-84.503,30,Ochlockonee River State Park,Sopchoppy
-80.868,27.151,Okee-Tantie Campground and Marina,Okeechobee
-82.609,29.92,Oleno State Park,High Springs
-81.309,26.788,Ortona South,Labelle
-82.477,27.17,Oscar Scherer State Park,Osprey
-81.404,30.338,Osprey Cove Military - Mayport NS,Atlantic Beach
-82.941,29.642,Otter Springs County Park,Trenton
-80.668,26.824,Pahokee State Park,Pahokee
-85.754,30.182,Panama City CSS Military,Panama City
-84.945,30.87,Parramore Landing,Sneads
-82.298,29.519,Paynes Prairie State Park,Micanopy
-81.401,30.394,Pelican Roost RV Military - Mayport NS,Jacksonville
-80.283,27.111,Phipps County Park,Stuart
-85.882,30.429,Pine Log State Forest,Ebro
-81.24,29.654,Princess Place Preserve,Palm Coast
-80.153,26.306,Quiet Waters Park,Deerfield Beach
-82.487,27.827,Raccoon Creek Military - MacDill AFB,Tampa
-82.422,29.088,Rainbow Springs State Park,Dunnellon
-85.613,30.095,Raptor Ranch - Tyndall AFB Military,Tyndall Afb
-82.201,28.573,River Jct - Withlacoochee State Forest,Ridge Manor
-86.433,30.496,Rocky Bayou State Park,Niceville
-81.801,29.521,Rodman Recreation Area,Palatka
-82.295,29.042,Ross Prairie,
-81.886,28.056,Saddle Creek County Park,Lakeland
-81.732,29.357,Salt Springs,Ocala
-82.094,29.106,Santos Rec Area State Park,Ocala
-80.306,27.382,Savannas Recreational Park,Fort Pierce
-80.446,27.856,Sebastian Inlet State Park,Vero Beach
-81.727,29.329,Shanty Pond Recreation Area,Palatka
-83.063,29.209,Shell Mound County Park,Cedar Key
-83.202,29.398,Shired Creek County Park,Cross City
-81.77,24.584,Sigsbee RV Military - Key West NAS,Key West
-84.407,30.406,Silver Lake,Tallahassee
-82.218,28.576,Silver Lake  - Withlacoochee State Forest,Ridge Manor
-82.051,29.201,Silver River State Park,Ocala
-80.733,26.681,South Bay RV County Park,South Bay
-85.743,30.135,St. Andrews State Park,Panama City
-84.742,29.722,St. George Island State Park,Appalachicola
-85.395,29.75,St. Joseph Peninsula State Park,Port St Joe
-80.284,27.111,St. Lucie Lock,Stuart
-82.76,30.33,Stephen Foster State Park,White Springs
-83.166,30.378,Suwannee River State Park,Live Oak
-80.171,26.039,T.Y. Park,Hollywood
-84.937,30.739,Three Rivers State Park,Sneads
-82.418,28.73,Tillis Hill  - Withlacoochee State Forest,Lecanto
-81.085,29.342,Tomoka State Park,Ormond Beach
-80.171,26.039,Topeekeegee Yugnee County Park,Hollywood
-86.3,30.375,Topsail Hill Preserve State Park,Santa Rosa Beach
-84.951,30.57,Torreya State Park,Bristol
