Longitude,Latitude,Name,Location
-74.869,42.794,Glimmerglass State Park,Cooperstown
-74.592,43.817,Golden Beach - DEC,Piseco
-78.483,43.374,Golden Hill State Park,Barker
-75.995,44.279,Grass Point State Park,Alexandria Bay
-76.005,43.056,Green Lakes State Park,Fayetteville
-76.086,42.288,Greenwood County Park,Binghamton
-77.946,43.36,Hamlin Beach State Park,Hamlin
-76.831,42.337,Havana Glen,Montour Falls
-73.694,43.455,Hearthstone Point - DEC,Lake George Vi
-76.226,42.091,Hickories Park,Owego
-74.922,44.496,Higley Flow State Park,Colton
-72.016,41.008,Hither Hills State Park,Montauk
-75.373,42.595,Hunts Pond,New Berlin
-72.629,40.927,Indian Island Park,Riverhead
-75.677,44.559,Jacques Cartier State Park,Morristown
-77.722,42.342,Kanakadea Park - Almond Lake,Hornell
-75.93,44.324,Keewaydin State Park,Alexandria Bay
-74.221,42.027,Kenneth L. Wilson - DEC,Mt.Tremper
-77.13,42.583,Keuka Lake State Park,Bluff Point
-75.855,44.377,Kring Point State Park,Redwood
-74.389,43.838,Lake Durant - DEC,Indian Lake
-74.463,43.988,Lake Eaton - DEC,Long Lake
-79.429,42.421,Lake Erie State Park,Brocton
-73.712,43.414,Lake George Battleground - DEC,Lake George Vi
-74.13,43.979,Lake Harris - DEC,Newcomb
-73.708,42.094,Lake Taghkanic State Park,Ancram
-78.244,43.366,Lakeside Beach State Park,Waterport
-78.045,42.584,Letchworth State Park,Castile
-74.394,43.651,Lewey Lake - DEC,Indian Lake
-74.796,43.718,Limekiln Lake - DEC,Inlet
-73.579,44.139,Lincoln Pond - DEC,New Russia
-74.735,42.036,Little Pond - DEC,Margaretville
-74.551,43.417,Little Sand Point - DEC,Piseco
-76.221,44.026,Long Point State Park,Three Mile Bay
-73.826,43.361,Luzerne - DEC,Lake Luzerne
-73.616,44.616,Macomb Reservation State Park,Schuyler Falls
-73.932,41.84,Margaret Norrie State Park,Staatsburg
-74.411,42.547,Max V Shaul State Park,Fultonham
-72.373,41.104,McCanns Campground,Greenport
-74.287,44.578,Meacham Lake - DEC,Malone
-74.077,44.299,Meadowbrook - DEC,
-74.399,43.493,Moffitt Beach - DEC,Speculator
-74.691,41.957,Mongaup Pond - DEC,DeBruce
-76.852,42.354,Montour Marina,Montour Falls
-73.707,43.227,Moreau Lake State Park,Gansevoort
-74.652,41.748,Morningside Park,South Fallsburg
-73.569,41.309,Mountain Lakes Park,North Salem
-74.518,41.699,Mountaindale Park,Mountain Dale
-76.734,42.044,Newtown Battlefield State Park,Elmira
-74.982,43.688,Nicks Lake - DEC,Webb
-74.037,42.203,North/South Lake  - DEC,Haines Falls
-74.18,43.187,Northampton Beach - DEC,Northville
-76.109,43.218,Oneida Shores County Park,Brewereton
-77.407,42.71,Ontario County Park - Gannet Hill,Naples
-75.418,42.181,Oquaga Creek State Park,Bainbridge
-73.679,43.885,Paradox Lake - DEC,Paradox
-76.667,42.232,Park Station Rec Area,Erin
-75.344,43.403,Pixley Falls State Park,Boonville
-74.582,43.399,Point Comfort - DEC,Piseco
-73.503,44.404,Poke-O-Moonshine - DEC,Schroon Lake
-74.54,43.428,Poplar Point - DEC,Piseco
-73.571,43.838,Putnam Pond - DEC,Ticonderoga
-78.747,42.097,Red House - Allegany State Park,Salamanca
-75.75,44.035,Remington Park RV  Military - Fort Drum,Fort Drum
-76.546,42.398,Robert H. Treman State Park,Ithaca
-74.87,44.986,Robert Moses State Park,Massena
-73.488,43.789,Rogers Rock - DEC,Ticonderoga
-74.407,44.307,Rollins Pond - DEC,Tupper Lake
-74.027,41.378,Round Pond Military,Cornwall
-73.508,41.983,Rudd Pond - Taconic State Park,Millerton
-74.294,43.36,Sacandaga - DEC,Wells
-76.902,42.724,Sampson State Park,Romulus
-72.555,40.888,Sears Bellows,Hampton Bays
-76.204,43.557,Selkirk Shores State Park,Pulaski
-73.678,44.043,Sharp Bridge - DEC,North Hudson
-79.269,42.519,Sheridan Bay Park,Sheridan
-72.472,40.842,Shinnecock East County Park,Southampton
-76.886,42.492,Smith Memorial Park,Hector
-72.89,40.803,Southaven County Park,
-72.89,40.803,Southhaven County Park,
-76.196,43.765,Southwick Beach State Park,Henderson
-78.636,42.592,Sprague Brook Park,Glenwood
-74.678,42.995,St. Johnsville Campsite and Marina,St Johnsville
-77.697,42.526,Stony Brook State Park,Dansville
-76.607,42.54,Taughannock Falls State Park,Trumansburg
-73.824,44.494,Taylor Pond - DEC,Au Sable Forks
-71.901,41.056,Theodore Roosevelt County Park,Montauk
-74.046,42.653,Thompsons Lake State Park,East Berne
-75.963,42.398,Upper Lisle,Whitney Point
-75.725,43.178,Verona Beach State Park,Verona Beach
-73.584,41.255,Ward Pound Ridge Reservation,Katonah
-76.881,42.37,Watkins Glen State Park,Watkins Glen
-77.46,43.258,Webster Park,Webster
-76.019,44.316,Wellesley Island State Park,Fineview
-76.114,43.897,Westcott Beach State Park,Henderson
-75.462,43.702,Whetstone Gulf State Park,Lowville
-73.724,41.953,Wilcox Memorial Park,Milan
-72.805,40.963,Wildwood State Park,Wading River
-73.861,44.35,Wilmington Notch - DEC,Wilmington
-74.273,41.537,Winding Hills Park,Montgomery
-74.37,42.033,Woodland Valley - DEC,Phoenicia
-78.78,40.342,Adams Croyle,Summerhill
-77.652,41.036,Bald Eagle State Park (Letterman Campground),Howard
-79.112,41.525,Beaver Meadows Rec Area,Marienville
-78.059,40.915,Black Moshannon State Park,Philipsburg
-78.579,40.295,Blue Knob State Park,Imler
-79.257,41.839,Buckaloons Rec Area,Warren
-79.434,40.441,Bush,Saltsburg
-75.23,41.432,Caffrey Rec Area - PPL,Lakeville
-77.477,39.908,Caledonia State Park,Fayetteville
-78.287,40.481,Canoe Creek State Park,Hollidaysburg
-79.178,41.746,Chapman State Park,Clarendon
-77.821,41.663,Cherry Springs State Park,Coudersport
-79.077,41.322,Clear Creek State Park,Sigel
-76.908,39.783,Codorus State Park,Hanover
-80.084,41.679,Colonel Crawford County Park,Meadville
-77.413,40.283,Colonel Denning State Park,Newville
-77.466,41.701,Colton Point State Park,Wellsboro
-79.22,41.365,Cook Forest State Park,Cooksburg
-77.921,39.999,Cowans Gap State Park,Fort Loudon
-79.511,40.711,Crooked Creek Recreation Area,Ford City
-78.533,40.94,Curwensville Lake,Curwensville
-78.959,41.832,Dewdrop Rec Area,Warren
-74.873,41.211,Dingmans - Delaware Water Gap National Rec Area,Dingman's Ferr
-78.843,40.569,Duman Lake County Park,Nicktown
-78.595,41.564,East Branch Lake,Wilcox
-77.58,40.273,Fowlers Hollow State Park,Newville
-75.895,41.347,Frances Slocum State Park,Wyoming
-75.797,40.196,French Creek State Park,Elverson
-76.91,40.054,Gifford Pinchot State Park,Lewisberry
-77.762,40.646,Greenwood Furnace State Park,Huntingdon
-79.259,41.69,Hearts Content Rec Area,Warren
-75.84,40.03,Hibernia County Park,Coatesville
-75.696,41.026,Hickory Run State Park,White Haven
-77.186,41.806,Hills Creek State Park,Wellsboro
-77.629,41.358,Hyner Run State Park,North Bend
-75.279,41.368,Ironwood Point Rec Area - PPL,Greentown
-77.179,41.889,Ives Run,Tioga
-80.507,41.518,Jamestown - Pymatuning State Park,Jamestown
-79.258,41.541,Kellettville Rec Area  Tionesta Lake,Kelletville
-79.494,39.885,Kentuck - Ohiopyle State Park,Ohiopyle
-77.931,41.377,Kettle Creek State Park,Renovo
-79.383,40.372,Keystone State Park,Derry
-78.904,41.785,Kiasutha Rec Area,Kane
-79.23,40.06,Kooser State Park,Somerset
-75.708,41.565,Lackawanna State Park,Dalton
-75.267,40.476,Lake Towhee County Park,Applebachsvill
-76.485,41.81,Larnard Hornbrook County Park,Towanda
-79.218,40.009,Laurel Hill State Park,Somerset
-75.319,41.366,Ledgedale Rec Area,Lake Ariel
-77.45,41.698,Leonard Harrison State Park,Wellsboro
-80.462,41.657,Linesville - Pymatuning State Park,Jamestown
-77.19,40.454,Little Buffalo State Park,Newport
-77.354,41.353,Little Pine State Park,Waterville
-76.12,40.785,Locust Lake State Park,Barnesville
-79.082,41.4,Loleta Rec Area,Marienville
-78.899,40.294,Lorain Borough Park,Lorain
-77.778,41.723,Lyman Run State Park,Galeton
-80.116,39.726,Mason - Dixon Historical Park,Mount Morris
-75.801,40.846,Mauch Chunk Lake County Park,Jim Thorpe
-76.297,40.028,Mill Creek Campground - Central Park,Lancaster
-79.225,40.903,Milton Loop,Dayton
-79.154,41.621,Minister Creek  and Trailhead,Sheffield
-76.048,41.255,Moon Lake County Park,Hunlock Creek
-76.279,39.85,Muddy Run Rec Park - PPL,Holtwood
-78.83,40.466,Nanty Glo Municipal Park,Nanty Glo
-77.715,41.536,Ole Bull State Park,Cross Fork
-76.383,39.877,Otter Creek - PPL,Airville
-79.367,39.804,Outflow - Youghiogheny River Lake,Confluence
-78.509,41.202,Parker Dam State Park,Penfield
-77.891,41.697,Patterson State Park,Galeton
-77.701,40.728,Penn Roosevelt State Park,Huntingdon
-76.345,39.898,Pequea Creek - PPL,Pequea
-77.276,40.036,Pine Grove Furnace State Park,Gardners
-77.419,40.833,Poe Paddy State Park,Milroy
-77.468,40.822,Poe Valley State Park,Milroy
-78.559,40.674,Prince Gallitzin State Park,Patton
-75.21,41.32,Promised Land State Park,Greentown
-78.965,40.17,Quemahoning Family Rec Area,Jennerstown
-80.428,40.507,Raccoon Creek State Park,Hookstown
-77.243,41.11,Ravensburg State Park,Mifflinburg
-77.192,40.992,RB Winter State Park,Mifflinburg
-78.888,41.778,Red Bridge Rec Area,Kane
-78.793,41.49,Red Mill,Ridgway
-79.292,41.015,Redbank Valley Municipal Park,Redbank
-77.476,40.723,Reeds Gap State Park,Milroy
-76.296,41.336,Ricketts Glen State Park,Benton
-80.44,39.889,Ryerson Station State Park,Wind Ridge
-78.531,41.108,S.B. Elliott State Park,Penfield
-75.871,41.91,Salt Springs State Park,Dalton
-78.076,40.374,Seven Points,Hesston
-78.624,40.051,Shawnee State Park,Schellsburg
-80.43,41.298,Shenango,Sharpville
-78.031,41.42,Sinnemahoning State Park,Austin
-78.181,41.596,Sizerville State Park,Emporium
-76.409,40.357,Stoevers Dam Park,Lebanon
-76.698,41.646,Sunfish Pond County Park,Leroy
-78.05,40.388,Susquehannock - Raystown Lake,Hesston
-75.068,40.506,Tinicum County Park,Erwinna
-79.442,41.479,Tionesta Rec Area - Tionesta Lake,Tionesta
-75.397,41.207,Tobyhanna State Park,Tobyhanna
-75.079,40.441,Tohickon Valley County Park,Point Pleasant
-77.191,41.979,Tompkins River,Tioga
-78.876,41.943,Tracy Ridge Rec Area,Bradford
-78.129,40.311,Trough Creek State Park,James Creek
-79.415,39.782,Tub Run Rec Area - Youghiogheny River Lake,Confluence
-80.491,41.641,Tuttle - Pymatuning State Park,Jamestown
-78.756,41.614,Twin Lakes Rec Area,Wilcox
-79.768,41.476,Two Mile Run County Park,Oil City
-75.723,40.166,Warwick County Park,Pottstown
-78.918,41.989,Willow Bay Rec Area,Bradford
-75.182,41.449,Wilsonville Rec Area - PPL,Hawley
-76.57,41.47,Worlds End State Park,Forksville
-71.7,41.37,Burlingame State Park,Charlestown
-71.295,41.568,Carr Point Military - Newport NS,
-71.637,41.358,Charlestown Breachway State Park,Charlestown
-71.692,41.343,East Beach - Ninigret State Conservation Area,Charlestown
-71.488,41.38,Fishermens Memorial State Park,Narragansett
-71.399,41.489,Fort Getty Camping and Recreation Area,Newport
-71.755,41.92,George Washington State Area,Chepachet
-71.275,41.589,Melville Ponds,Portsmouth
-71.252,41.487,Middletown City Campground,Middeltown
-82.528,36.868,Bark Camp,Coeburn
-78.274,37.533,Bear Creek Lake State Park,Cumberland
-81.682,36.667,Beartree,Damascus
-76.581,37.776,Belle Isle State Park,Lancaster
-76.431,37.092,Bethel Military,Hampton
-78.439,38.527,Big Meadows - Shenandoah National Park,Stanley
-79.884,38.069,Blowing Springs,Covington
-79.974,37.985,Bolar Mountain,Covington
-82.295,37.29,Breaks InterState Park,Haysi
-78.631,36.662,Buffalo Landing - Kerr Reservoir,Clarksville
-77.476,38.801,Bull Run Regional Park,Centreville
-77.302,38.76,Burke Lake Park,Fairfax Station
-78.518,38.731,Camp Roosevelt,Luray
-82.679,37.102,Cane Patch,Pound
-76.007,36.927,Cape Henry RV Military,Virginia Beach
-79.534,37.574,Cave Mountain Lake,Natural Bridge Station
-82.922,36.802,Cave Springs,Dryden
-77.334,38.091,Champs RV Military - A P Hill,Woodford
-76.873,37.265,Chickahominy Riverfront Park,Williamsburg
-76.748,37.14,Chippokes Plantation State Park,Surry
-80.624,37.062,Claytor Lake State Park,Dublin
-81.225,36.763,Comers Rock,Speedwell
-82.407,37.157,Cranesnest  - John W. Flannagan Reservoir,Clintwood
-79.802,37.897,Douthat State Park,Millboro
-78.331,38.925,Elizabeth Furnace,Front Royal
-80.108,36.798,Fairy Stone State Park,Stuart
-76.052,36.918,First Landing State Park,Virginia Beach
-77.145,38.697,Fort Belvoir Travel and RV Camp,Fort Belvoir
-76.595,37.161,Fort Eustis Military,Newport News
-80.873,37.044,Gatewood Park,Pulaski
-80.821,37.374,Gentrys Landing,Narrows
-79.368,37.731,Glen Maury Park,Buena Vista
-79.883,36.897,Goose Dam,Sydnorsville
-80.059,36.804,Goose Point - Philpott Lake,Martinsville
-76.334,37.073,Gosnolds Hope Park,Hampton
-82.357,37.432,Grapevine - Fishtrap Lake,Phyllis
-81.485,36.639,Grayson Highlands State Park,Mouth Of Wilson
-81.542,36.688,Grindstone,Troutdale
-79.822,38.099,Hidden Valley,Warm Springs
-82.622,36.89,High Knob,Norton
-78.639,37.396,Holliday Lake State Park,Appomattox
-79.135,38.46,Hone Quarry,Harrisonburg
-80.076,36.834,Horseshoe Point - Philpott Lake,Martinsville
-81.525,36.871,Hungry Mother State Park,Marion
-81.491,36.723,Hurricane,Sugar Grove
-78.434,36.574,Ivy Hill Rec Area - Kerr Reservoir,Townsville NC
-78.798,37.624,James River State Park,Wingina
-80.065,36.851,Jamison Mill Park - Philpott Lake,Henry
-76.594,37.282,Kings Creek - Cheatham Annex Military,Williamsburg
-75.975,37.174,Kiptopeke State Park,Cape Charles
-77.824,38.115,Lake Anna State Park,Spotsylvania
-77.321,38.963,Lake Fairfax,Reston
-79.61,37.798,Lake Robertson,Collierstown- Rockbridge County
-78.477,38.436,Lewis Mountain - Shenandoah National Park,Stanardsville
-76.161,36.909,Little Creek RV Military,Virginia Beach
